日期,分类类型,主营构成,主营收入,收入比例,主营成本,成本比例,主营利润,利润比例,毛利率
2023-12-31,按地区分类,国内,142868885823.91,0.967333,11280212551.3,0.950531,131588673272.61,0.968801,0.921045
2023-12-31,按地区分类,国外,4350110457.13,0.029454,339991102.02,0.028649,4010119355.11,0.029524,0.921843
2023-09-30,按产品分类,茅台酒,87269566200.0,0.845076,,,,,
2023-09-30,按产品分类,系列酒,15593999000.0,0.151005,,,,,
2023-09-30,按地区分类,国内,99879516000.0,0.967184,,,,,
2023-09-30,按地区分类,国外,2984049200.0,0.028896,,,,,
2023-06-30,按产品分类,系列酒,10073871100.0,0.144789,,,,,
2023-06-30,按产品分类,其他,223549173.58,0.003213,121954748.38,0.021371,101594425.2,0.001591,0.454461
2023-06-30,按产品分类,茅台酒,59278599200.0,0.851998,,,,,
2023-06-30,按地区分类,国外,2041773300.0,0.029346,,,,,
2023-06-30,按地区分类,其他,223549173.58,0.003213,121954748.38,0.021371,101594425.2,0.001591,0.454461
2023-06-30,按地区分类,国内,67310697000.0,0.967441,,,,,
2023-03-31,按产品分类,茅台酒,33721634500.0,0.870105,,,,,
2023-03-31,按产品分类,系列酒,5014150200.0,0.129378,,,,,
2023-03-31,按地区分类,国内,38077559200.0,0.982499,,,,,
2023-03-31,按地区分类,国外,658225500.0,0.016984,,,,,
2022-12-31,按产品分类,其他,15938647070.77,0.128434,3630302426.92,0.359668,12308344643.85,0.107962,0.772233
2022-12-31,按行业分类,其他,327511423.28,0.002639,197355279.83,0.019553,130156143.45,0.001142,0.397409
2022-12-31,按产品分类,茅台酒,107833685277.94,0.868927,6265810909.88,0.620779,101567874368.06,0.890896,0.941894
2022-12-31,按地区分类,国内,119532752861.59,0.963198,9558682149.59,0.947017,109974070712.0,0.964631,0.920033
2022-12-31,按行业分类,酒类,123772332348.71,0.997361,9896113336.8,0.980447,113876219011.91,0.998858,0.920046
2022-12-31,按地区分类,国外,4239579487.12,0.034163,337431187.21,0.033431,3902148299.91,0.034227,0.920409
2022-12-31,按产品分类,其他,327511423.28,0.002639,197355279.83,0.019553,130156143.45,0.001142,0.397409
2022-12-31,按地区分类,其他,327511423.28,0.002639,197355279.83,0.019553,130156143.45,0.001142,0.397409
2022-09-30,按产品分类,茅台酒,74399892100.0,0.853599,,,,,
2022-09-30,按产品分类,系列酒,12540388800.0,0.143877,,,,,
2022-09-30,按地区分类,国内,84167485400.0,0.965664,,,,,
2022-09-30,按地区分类,国外,2772795500.0,0.031813,,,,,
2022-06-30,按产品分类,茅台酒,49965005400.0,0.867194,,,,,
2022-06-30,按产品分类,系列酒,7598243500.0,0.131875,,,,,
2022-06-30,按产品分类,其他,53617763.39,0.000931,47094000.31,0.010358,6523763.08,0.000123,0.121672
2022-06-30,按地区分类,国内,55497142800.0,0.96321,,,,,
2022-06-30,按地区分类,国外,2066106100.0,0.035859,,,,,
2022-06-30,按地区分类,其他,53617763.39,0.000931,47094000.31,0.010358,6523763.08,0.000123,0.121672
2022-03-31,按地区分类,国外,21400627300.0,0.662645,,,,,
2022-03-31,按产品分类,茅台酒,28859590800.0,0.893603,,,,,
2022-03-31,按产品分类,系列酒,3427782800.0,0.106137,,,,,
2022-03-31,按地区分类,国内,10886746300.0,0.337095,,,,,
