日期,分类类型,主营构成,主营收入,收入比例,主营成本,成本比例,主营利润,利润比例,毛利率
2023-12-31,按地区分类,国外地区,1652390476.01,0.293248,1426144080.94,0.270711,226246395.07,0.617072,0.136921
2023-12-31,按地区分类,其他,20112132.68,0.003569,5959922.83,0.001131,14152209.85,0.038599,0.703665
2023-06-30,按产品分类,碳酸二甲酯系列,1239521800.0,0.433649,,,,,
2023-06-30,按产品分类,其他,1036882877.67,0.362755,2706612844.73,0.998047,134879132.94,0.921018,
2023-06-30,按产品分类,甲基叔丁基醚,537953300.0,0.188204,,,,,
2023-06-30,按产品分类,气体,27134000.0,0.009493,,,,,
2023-06-30,按产品分类,其他,16863076.4,0.0059,5296527.87,0.001953,11566548.53,0.078982,0.68591
2022-12-31,按产品分类,碳酸二甲酯系列,3935690260.88,0.473261,2657221853.9,0.389107,1278468406.98,0.859722,0.32484
2022-12-31,按产品分类,贸易业务系列,2792224997.02,0.335761,2729744143.04,0.399726,62480853.98,0.042016,0.022377
2022-12-31,按产品分类,甲基叔丁基醚系列,1245913382.23,0.149819,1152055082.56,0.1687,93858299.67,0.063116,0.075333
2022-12-31,按产品分类,其他,243246737.3,0.02925,210885004.75,0.030881,32361732.55,0.021762,0.133041
2022-12-31,按产品分类,气体系列,73561626.73,0.008846,70143359.37,0.010271,3418267.36,0.002299,0.046468
2022-12-31,按产品分类,其他,25466003.02,0.003062,8980994.74,0.001315,16485008.28,0.011086,0.647334
2022-12-31,按地区分类,国内地区,5885011715.72,0.707665,5039152438.44,0.737902,845859277.28,0.568808,0.143731
2022-12-31,按地区分类,国外地区,2405625288.44,0.289273,1780897005.18,0.260783,624728283.26,0.420106,0.259695
2022-12-31,按地区分类,其他,25466003.02,0.003062,8980994.74,0.001315,16485008.28,0.011086,0.647334
2022-06-30,按产品分类,气体,216372400.0,0.062217,,,,,
2022-06-30,按产品分类,其他,11034157.53,0.003173,4939167.15,0.002005,6094990.38,0.006009,0.552375
2022-06-30,按产品分类,碳酸二甲酯系列,2225150830.0,0.639834,,,,,
2022-06-30,按产品分类,甲基叔丁基醚,526299390.0,0.151335,,,,,
2022-06-30,按产品分类,其他,498843923.64,0.143441,2458471629.55,0.997995,1008194914.09,0.993991,
2021-12-31,按产品分类,碳酸二甲酯系列,4196912179.57,0.594783,2145729907.03,0.443929,2051182272.54,0.92283,0.488736
2021-12-31,按产品分类,气体系列,414778497.46,0.058782,383899515.41,0.079425,30878982.05,0.013893,0.074447
2021-12-31,按产品分类,其他,61217164.47,0.008676,63364304.23,0.013109,-2147139.76,-0.000966,-0.035074
2021-12-31,按产品分类,混合芳烃系列,6111894.54,0.000866,4562212.29,0.000944,1549682.25,0.000697,0.253552
2021-12-31,按地区分类,国内地区,5155826846.55,0.730679,3626328257.5,0.750249,1529498589.05,0.688124,0.296654
2021-12-31,按地区分类,国外地区,1839164574.03,0.260645,1143807962.72,0.236642,695356611.31,0.312842,0.378083
2021-12-31,按地区分类,其他,61217164.47,0.008676,63364304.23,0.013109,-2147139.76,-0.000966,-0.035074
2021-12-31,按产品分类,甲基叔丁基醚系列,1576979693.17,0.223488,1491644664.94,0.308605,85335028.23,0.038392,0.054113
2021-12-31,按产品分类,其他,800209155.84,0.113405,744299920.56,0.153988,55909235.28,0.025154,0.069868
2020-12-31,按产品分类,甲基叔丁基醚系列,862509381.84,0.192727,900941043.98,0.24325,-38431662.14,-0.049812,-0.044558
2020-12-31,按地区分类,国内地区,3089572130.07,0.690361,2644839327.12,0.714096,444732802.95,0.576422,0.143946
2020-12-31,按产品分类,碳酸二甲酯系列,2300496807.85,0.514043,1550687170.11,0.418679,749809637.74,0.971835,0.325934
2020-12-31,按产品分类,其他,771298596.02,0.172346,721009553.6,0.19467,50289042.42,0.06518,0.0652
2020-12-31,按产品分类,气体系列,436416741.2,0.097517,431225922.95,0.116429,5190818.25,0.006728,0.011894
2020-12-31,按产品分类,其他,85171413.76,0.019031,80218573.92,0.021659,4952839.84,0.006419,0.058151
2020-12-31,按地区分类,国外地区,1300556281.08,0.290608,978702084.39,0.264246,321854196.69,0.417158,0.247474
2020-12-31,按地区分类,其他,85171413.76,0.019031,80218573.92,0.021659,4952839.84,0.006419,0.058151
2020-12-31,按产品分类,混合芳烃系列,19406884.24,0.004336,19677720.9,0.005313,-270836.66,-0.000351,-0.013956
2019-12-31,按地区分类,其他,49393330.28,0.010637,40075347.04,0.010387,9317983.24,0.011867,0.188649
2019-12-31,按产品分类,甲基叔丁基醚,1004919317.62,0.216414,963959362.17,0.249839,40959955.45,0.052167,0.040759
2019-12-31,按产品分类,其他,885655337.53,0.19073,857214110.46,0.222173,28441227.07,0.036223,0.032113
2019-12-31,按产品分类,气体,358620145.32,0.077231,350626056.07,0.090875,7994089.25,0.010181,0.022291
2019-12-31,按产品分类,碳酸二甲酯系列,2247046682.88,0.483912,1549866295.52,0.401694,697180387.36,0.887931,0.310265
2019-12-31,按产品分类,其他,49393330.28,0.010637,40075347.04,0.010387,9317983.24,0.011867,0.188649
2019-12-31,按地区分类,国内地区,3619916531.76,0.779566,3030777819.62,0.785516,589138712.14,0.750329,0.162749
2019-12-31,按地区分类,国外地区,974190085.57,0.209797,787473138.18,0.204097,186716947.39,0.237803,0.191664
2019-12-31,按产品分类,混合芳烃,97865133.98,0.021076,96585133.58,0.025033,1280000.4,0.00163,0.013079
2019-06-30,按产品分类,碳酸二甲酯系列,1117177420.0,0.47716,,,,,
2019-06-30,按产品分类,其他,533738371.16,0.227966,,,,,
2019-06-30,按产品分类,甲基叔丁基醚,514402410.0,0.219707,,,,,
2019-06-30,按产品分类,气体,175987890.0,0.075167,,,,,
2018-12-31,按产品分类,甲基叔丁基醚,2101457976.47,0.39417,2044025893.04,0.433217,57432083.43,0.093675,0.02733
2018-12-31,按产品分类,碳酸二甲酯系列,2078267312.38,0.38982,1580906177.29,0.335062,497361135.09,0.81122,0.239315
2018-12-31,按产品分类,其他,638572241.48,0.119777,634217574.83,0.134418,4354666.65,0.007103,0.006819
2018-12-31,按产品分类,气体,403423409.55,0.07567,392761807.85,0.083243,10661601.7,0.01739,0.026428
2018-12-31,按产品分类,其他,73734691.47,0.01383,31012458.2,0.006573,42722233.27,0.069682,0.579405
2018-12-31,按产品分类,混合芳烃,35895919.95,0.006733,35325286.74,0.007487,570633.21,0.000931,0.015897
2018-12-31,按地区分类,国内地区,4353179586.66,0.816525,3938660984.19,0.834772,414518602.47,0.6761,0.095222
2018-12-31,按地区分类,国外地区,904437273.18,0.169645,748575755.56,0.158655,155861517.62,0.254218,0.17233
2018-12-31,按地区分类,其他,73734691.47,0.01383,31012458.2,0.006573,42722233.27,0.069682,0.579405
2017-12-31,按产品分类,碳酸二甲酯系列,1739888846.43,0.364657,1356148306.97,0.317025,383740539.46,0.777479,0.220555
2017-12-31,按产品分类,甲基叔丁基醚,1705039245.84,0.357353,1682838994.25,0.393395,22200251.59,0.044979,0.01302
2017-12-31,按产品分类,气体,595326165.73,0.124772,574267549.79,0.134246,21058615.94,0.042666,0.035373
2017-12-31,按产品分类,其他,329985975.54,0.069161,314297316.2,0.073473,15688659.34,0.031786,0.047543
2017-12-31,按产品分类,油类,252777936.42,0.052979,238789637.36,0.055822,13988299.06,0.028341,0.055338
2017-12-31,按产品分类,混合芳烃,105035411.34,0.022014,100968924.66,0.023603,4066486.68,0.008239,0.038715
2017-12-31,按产品分类,其他,43252392.82,0.009065,10424913.94,0.002437,32827478.88,0.06651,0.758975
2017-12-31,按地区分类,国内地区,4036187929.57,0.845929,3681717846.02,0.86067,354470083.55,0.718175,0.087823
2017-12-31,按地区分类,国外地区,691865651.73,0.145006,585592883.21,0.136893,106272768.52,0.215314,0.153603
2017-12-31,按地区分类,其他,43252392.82,0.009065,10424913.94,0.002437,32827478.88,0.06651,0.758975
2017-06-30,按产品分类,平衡项目,178269288.47,0.072002,,,,,
2017-06-30,按产品分类,碳酸二甲酯系列,811254820.0,0.327661,,,,,
2017-06-30,按产品分类,其他,144058843.84,0.058184,,,,,
2017-06-30,按产品分类,甲基叔丁基醚,862044970.0,0.348175,,,,,
2017-06-30,按产品分类,油类,148447690.0,0.059957,,,,,
2017-06-30,按产品分类,气体,307104980.0,0.124038,,,,,
2017-06-30,按产品分类,混合芳烃,24718440.0,0.009984,,,,,
