日期,开盘,收盘,最高,最低,成交量
2021-11-15,98.0,95.7,99.6,93.0,699814.34
2021-11-16,95.64,92.98,95.81,92.04,424306.11
2021-11-17,95.98,102.28,102.28,95.6,891633.02
2021-11-18,102.3,108.76,111.71,100.88,1290958.78
2021-11-19,108.0,109.0,110.6,105.49,714410.13
2021-11-22,109.5,113.9,116.01,109.13,622050.22
2021-11-23,114.4,113.03,115.38,111.95,460442.78
2021-11-24,111.83,113.0,116.39,111.0,380867.47
2021-11-25,114.0,114.95,117.5,111.88,430049.04
2021-11-26,114.9,119.37,123.49,114.51,684162.98
2021-11-29,116.5,122.06,123.36,116.5,513571.64
2021-11-30,123.1,118.06,124.9,117.73,534677.55
2021-12-01,117.6,117.61,119.35,113.8,464046.66
2021-12-02,117.5,116.1,117.5,114.5,295099.06
2021-12-03,116.09,116.1,117.6,111.6,380138.31
2021-12-06,114.33,113.56,115.9,112.3,348308.7
2021-12-07,114.8,106.16,114.8,102.8,759611.08
2021-12-08,106.16,110.02,111.05,106.14,473872.94
2021-12-09,108.9,110.59,113.98,108.15,365675.05
2021-12-10,108.7,116.82,119.99,107.5,813090.54
2021-12-13,117.8,119.8,120.5,115.9,429481.16
2021-12-14,118.5,118.48,120.92,116.68,359501.33
2021-12-15,118.04,110.99,119.69,110.0,637965.85
2021-12-16,110.06,108.9,110.99,106.01,415744.37
2021-12-17,107.15,106.86,108.57,106.0,299054.79
2021-12-20,103.9,99.35,107.5,98.43,641904.68
2021-12-21,97.51,98.51,100.5,95.03,539924.8
2021-12-22,99.29,97.69,100.44,97.35,364825.74
2021-12-23,98.9,96.1,99.9,95.31,340360.01
2021-12-24,97.4,91.24,97.47,90.89,517339.5
2021-12-27,92.77,94.04,95.59,90.26,499216.66
2021-12-28,94.86,102.19,102.99,94.8,740797.96
2021-12-29,103.0,103.33,108.27,102.3,708460.55
2021-12-30,104.61,103.01,105.14,100.52,429489.23
2021-12-31,104.79,107.0,107.6,103.01,562120.35
2022-01-04,109.0,100.66,109.89,98.92,690605.13
2022-01-05,98.99,95.97,99.92,94.61,477154.03
2022-01-06,94.92,99.23,100.0,93.6,565561.77
2022-01-07,97.54,92.17,98.0,91.8,632414.73
2022-01-10,92.0,95.48,96.87,91.28,444892.83
2022-01-11,95.4,94.99,97.48,92.5,368413.25
2022-01-12,97.53,97.03,99.22,94.5,544932.36
2022-01-13,96.38,90.78,96.8,90.0,711903.1
2022-01-14,90.0,90.4,91.46,88.1,464999.02
2022-01-17,89.98,88.36,89.99,86.4,497913.92
2022-01-18,87.0,88.69,90.4,85.99,459183.09
2022-01-19,88.1,83.46,88.6,81.8,701380.77
2022-01-20,83.29,81.32,83.7,81.14,393197.81
2022-01-21,81.15,82.03,84.33,80.42,457100.24
2022-01-24,81.03,88.08,89.5,81.03,743389.34
2022-01-25,88.09,86.76,89.43,86.7,517815.67
2022-01-26,88.88,85.67,89.46,84.0,446422.88
2022-01-27,90.5,88.64,91.5,88.35,768291.5
2022-01-28,90.01,88.4,90.69,85.7,522738.71
2022-02-07,90.47,83.08,90.47,81.5,726059.01
2022-02-08,83.54,81.15,84.0,78.1,596139.22
2022-02-09,80.8,81.67,82.85,78.79,487766.5
2022-02-10,81.52,80.72,81.87,79.12,433071.21
2022-02-11,81.47,83.35,86.29,80.22,687902.7
2022-02-14,83.0,86.98,88.5,82.61,631259.02
2022-02-15,87.57,88.02,88.2,85.0,470546.06
2022-02-16,88.95,87.2,90.5,86.65,524477.27
2022-02-17,86.01,95.92,95.92,86.01,1127711.36
2022-02-18,94.01,95.68,96.49,94.0,589591.69
2022-02-21,96.0,97.2,97.62,94.6,614371.24
2022-02-22,100.92,100.85,101.98,98.0,755390.0
2022-02-23,100.0,101.0,102.48,99.22,501704.09
2022-02-24,99.0,96.4,99.99,93.8,777254.07
2022-02-25,99.94,98.35,100.38,97.1,442375.36
2022-02-28,99.75,100.38,101.38,98.55,451163.6
2022-03-01,100.0,96.0,100.0,94.5,669926.64
2022-03-02,95.81,95.6,96.69,93.98,401316.33
2022-03-03,96.0,93.64,96.3,93.48,349268.19
2022-03-04,95.1,92.7,97.0,91.81,576640.12
2022-03-07,92.01,90.5,93.98,89.37,474840.92
2022-03-08,90.52,81.46,91.18,81.45,933327.76
2022-03-09,82.0,81.9,82.29,76.23,744568.92
2022-03-10,85.0,85.09,86.28,82.58,655730.07
2022-03-11,82.5,84.02,84.9,80.4,515268.4
2022-03-14,82.0,82.45,85.4,81.35,425804.2
2022-03-15,81.0,83.49,86.5,80.68,633060.28
2022-03-16,86.0,87.48,87.8,82.0,868097.75
2022-03-17,88.0,85.19,89.41,84.52,855010.16
2022-03-18,83.97,83.51,84.3,81.81,508650.26
2022-03-21,82.68,85.06,87.3,81.88,644441.31
2022-03-22,85.06,85.79,87.8,84.04,554461.23
2022-03-23,86.51,84.38,86.88,83.14,445199.56
2022-03-24,83.9,84.84,86.2,81.5,509131.87
2022-03-25,86.0,86.47,87.59,83.55,713443.84
2022-03-28,85.01,81.55,85.25,80.05,622290.95
2022-03-29,81.8,82.31,83.8,80.0,502829.42
2022-03-30,82.35,84.99,85.3,81.38,569345.54
2022-03-31,85.1,81.39,85.64,80.7,617134.29
2022-04-01,80.75,82.46,84.0,80.4,413733.0
2022-04-06,82.3,81.62,83.08,80.5,317340.0
2022-04-07,81.0,80.8,82.78,79.35,383631.0
2022-04-08,80.82,78.11,81.33,77.77,415832.0
2022-04-11,76.0,70.3,76.22,70.3,683398.0
2022-04-12,69.01,72.04,72.17,69.01,399165.0
2022-04-13,71.51,73.96,76.46,71.22,502612.0
2022-04-14,74.63,74.3,75.4,73.2,300203.0
2022-04-15,73.2,72.93,74.18,71.0,349259.0
2022-04-18,73.08,74.05,74.14,70.3,292123.0
2022-04-19,74.0,73.5,74.54,72.92,253195.0
2022-04-20,74.28,71.07,74.28,71.0,225258.0
2022-04-21,70.3,68.66,71.98,67.99,322204.0
2022-04-22,67.44,66.5,68.5,65.77,314421.0
2022-04-25,65.0,59.9,65.75,59.85,563541.0
2022-04-26,60.04,59.41,61.48,59.06,410982.0
2022-04-27,58.92,65.35,65.35,58.05,569897.0
2022-04-28,66.45,69.48,71.75,66.09,855891.0
2022-04-29,70.3,76.43,76.43,69.35,753654.0
2022-05-05,78.3,78.23,80.39,76.2,890356.0
2022-05-06,76.54,78.46,79.1,76.01,609672.0
2022-05-09,78.0,78.34,79.02,77.01,398470.0
2022-05-10,77.03,80.42,81.47,77.0,640293.0
2022-05-11,79.7,82.0,85.63,79.1,846666.0
2022-05-12,80.6,80.03,81.78,79.18,496860.0
2022-05-13,81.14,80.14,81.7,79.12,345701.0
2022-05-16,81.0,81.1,83.17,81.0,396622.0
2022-05-17,79.7,85.16,87.28,79.7,799342.0
2022-05-18,85.46,86.91,88.92,84.68,564890.0
2022-05-19,85.08,91.5,92.3,84.75,723934.0
2022-05-20,93.4,91.3,95.0,88.96,693941.0
2022-05-23,92.99,99.04,100.03,92.7,855880.0
2022-05-24,99.03,96.4,102.55,96.26,857232.0
2022-05-25,96.5,97.52,98.5,93.55,647229.0
2022-05-26,97.53,97.0,98.58,94.56,482140.0
2022-05-27,99.12,96.59,100.5,95.3,508684.0
2022-05-30,97.01,98.62,99.85,96.26,509498.0
2022-05-31,98.0,98.33,98.56,95.3,477188.0
2022-06-01,96.4,95.57,97.21,92.01,640838.0
2022-06-02,93.0,94.39,95.65,92.2,414375.0
2022-06-06,94.51,103.83,103.83,94.51,970105.0
2022-06-07,105.0,104.95,106.51,103.0,642268.0
2022-06-08,106.0,109.85,111.76,106.0,750468.0
2022-06-09,108.98,109.99,110.6,108.08,439804.0
2022-06-10,108.89,111.52,112.94,107.48,518544.0
2022-06-13,111.88,117.86,121.66,111.77,735255.0
2022-06-14,114.95,115.81,118.08,111.83,605615.0
2022-06-15,116.8,117.68,120.85,114.33,635294.0
2022-06-16,117.68,114.75,118.6,112.8,560914.0
2022-06-17,113.0,119.02,120.16,112.8,594893.0
2022-06-20,121.3,117.82,121.5,115.9,484252.0
2022-06-21,117.0,114.39,117.38,112.58,522903.0
2022-06-22,115.0,114.96,117.46,114.5,393390.0
2022-06-23,116.45,119.03,119.21,111.28,620408.0
2022-06-24,119.37,117.86,119.62,114.46,486365.0
2022-06-27,117.03,125.66,129.62,117.03,746899.0
2022-06-28,127.8,128.4,130.68,125.71,504257.0
2022-06-29,127.2,122.8,127.9,122.7,461342.0
2022-06-30,122.0,124.8,126.3,122.0,427029.0
2022-07-01,123.8,133.0,135.0,122.68,692409.0
2022-07-04,134.0,141.7,143.0,134.0,626915.0
2022-07-05,141.7,147.17,147.21,141.09,573405.0
2022-07-06,145.0,143.83,148.57,141.52,494351.0
2022-07-07,144.0,144.86,145.5,141.6,358382.0
2022-07-08,145.56,148.0,148.0,143.02,554851.0
2022-07-11,143.0,134.45,144.0,133.2,712617.0
2022-07-12,132.51,127.8,134.43,123.1,950829.0
2022-07-13,124.01,128.6,132.0,121.0,897920.0
2022-07-14,128.5,125.55,130.33,122.04,715188.0
2022-07-15,126.0,124.0,131.5,124.0,622776.0
2022-07-18,124.54,119.97,126.5,115.44,755794.0
2022-07-19,119.98,120.65,124.27,118.86,529196.0
2022-07-20,124.0,123.7,127.5,121.59,557727.0
2022-07-21,122.5,115.0,122.5,115.0,677728.0
2022-07-22,117.12,116.85,117.88,114.5,483035.0
2022-07-25,116.0,117.7,120.89,115.35,485753.0
2022-07-26,118.91,121.56,125.68,118.88,714938.0
2022-07-27,120.6,118.75,120.89,116.64,411820.0
2022-07-28,119.94,115.75,120.01,115.37,425766.0
2022-07-29,116.77,115.5,117.45,115.01,314975.0
2022-08-01,113.5,117.65,118.25,110.22,622281.0
2022-08-02,114.89,111.85,115.59,111.5,490025.0
2022-08-03,116.0,109.8,116.38,108.95,478672.0
2022-08-04,110.97,113.4,115.2,110.1,449878.0
2022-08-05,112.01,116.88,117.85,110.5,581334.0
2022-08-08,116.6,118.19,121.18,115.69,593023.0
2022-08-09,118.0,119.45,122.0,116.6,441539.0
2022-08-10,120.85,117.78,121.9,116.63,429227.0
2022-08-11,119.05,117.5,119.5,113.83,488642.0
2022-08-12,116.4,115.11,119.69,114.97,383081.0
2022-08-15,115.12,120.09,121.89,115.11,626777.0
2022-08-16,120.97,116.68,121.0,116.0,577109.0
2022-08-17,115.99,114.97,116.0,112.38,455306.0
2022-08-18,114.02,113.92,115.88,113.16,310542.0
2022-08-19,111.5,109.2,113.0,109.08,485928.0
2022-08-22,108.81,120.12,120.12,105.8,981776.0
2022-08-23,120.5,121.07,122.16,117.4,680834.0
2022-08-24,122.7,119.13,124.5,118.53,615703.0
2022-08-25,120.12,112.47,120.55,108.44,752298.0
2022-08-26,113.0,115.51,120.0,111.18,626843.0
2022-08-29,113.55,116.05,116.98,112.89,332538.0
2022-08-30,116.65,115.63,117.5,112.66,331691.0
2022-08-31,115.25,114.24,119.87,109.6,756884.0
2022-09-01,113.2,107.92,113.35,107.5,512827.0
2022-09-02,108.57,105.22,109.44,103.9,479766.0
2022-09-05,103.97,105.5,106.14,103.5,283180.0
2022-09-06,106.51,110.77,111.4,105.29,588595.0
2022-09-07,109.0,109.51,110.88,108.26,390896.0
2022-09-08,110.5,107.59,110.74,107.52,309609.0
2022-09-09,108.98,110.35,111.39,107.75,490167.0
2022-09-13,110.51,112.0,113.5,108.66,439859.0
2022-09-14,111.0,113.01,114.66,110.05,445150.0
2022-09-15,115.0,109.92,116.2,108.78,589020.0
2022-09-16,107.46,104.02,107.46,100.8,474495.0
2022-09-19,103.99,105.54,106.89,103.6,277431.0
2022-09-20,107.0,114.3,115.8,106.49,692830.0
2022-09-21,113.0,114.79,115.5,112.42,391318.0
2022-09-22,114.53,115.04,117.4,113.23,348678.0
2022-09-23,114.23,111.67,114.55,109.33,400236.0
2022-09-26,110.2,109.9,112.5,109.19,290176.0
2022-09-27,109.88,108.98,110.3,105.16,395760.0
2022-09-28,107.58,102.29,108.0,101.99,440908.0
2022-09-29,103.55,104.11,105.4,102.64,318170.0
2022-09-30,103.0,100.4,104.2,100.01,338988.0
2022-10-10,99.01,97.02,100.8,96.72,267755.0
2022-10-11,98.6,100.6,101.6,97.98,313608.0
2022-10-12,101.31,102.0,102.0,95.36,471156.0
2022-10-13,98.0,97.88,99.66,97.66,388722.0
2022-10-14,99.9,101.92,103.36,99.0,443020.0
2022-10-17,98.98,99.6,100.02,96.7,571709.0
2022-10-18,100.8,98.51,101.71,98.27,362604.0
2022-10-19,98.48,98.78,100.99,98.02,302250.0
2022-10-20,97.0,95.18,97.0,94.51,375874.0
2022-10-21,95.15,92.59,96.0,92.01,345402.0
2022-10-24,93.99,93.2,96.46,92.5,400705.0
2022-10-25,93.22,95.29,95.78,90.0,375789.0
2022-10-26,95.98,95.6,97.5,95.25,348363.0
2022-10-27,96.82,95.65,97.8,95.65,268778.0
2022-10-28,95.14,92.44,95.2,92.03,281437.0
2022-10-31,92.0,95.55,95.9,91.57,382047.0
2022-11-01,95.03,100.18,101.15,94.95,527594.0
2022-11-02,98.9,99.35,100.22,97.8,334063.0
2022-11-03,97.0,96.71,99.09,95.96,387226.0
2022-11-04,96.88,104.9,106.3,95.22,795137.0
2022-11-07,105.45,104.99,107.5,104.36,446308.0
2022-11-08,104.99,105.86,106.22,103.7,296266.0
2022-11-09,108.99,105.39,109.79,105.37,352806.0
2022-11-10,103.36,100.35,104.0,99.2,392614.0
2022-11-11,103.98,102.1,104.4,101.02,354771.0
2022-11-14,102.1,98.37,103.3,97.53,370528.0
2022-11-15,97.37,98.99,99.26,96.0,318528.0
2022-11-16,98.0,95.69,98.41,95.63,340227.0
2022-11-17,95.69,94.91,96.55,93.5,291135.0
2022-11-18,93.55,92.02,94.39,91.62,387895.0
2022-11-21,91.0,93.24,93.32,90.32,284123.0
2022-11-22,93.3,91.18,93.49,90.79,246570.0
2022-11-23,90.8,91.83,92.36,90.1,210530.0
2022-11-24,92.14,92.38,93.88,91.03,244764.0
2022-11-25,92.0,89.57,92.0,89.57,287831.0
2022-11-28,86.5,87.1,87.68,85.6,301926.0
2022-11-29,87.6,87.8,88.24,86.21,266152.0
2022-11-30,87.8,90.13,91.27,87.62,417038.0
2022-12-01,91.66,89.76,92.0,89.74,327156.0
2022-12-02,89.01,88.43,89.5,88.07,230712.0
2022-12-05,89.12,88.3,89.4,87.57,249869.0
2022-12-06,87.51,89.22,90.37,86.28,335737.0
2022-12-07,88.51,89.67,91.5,88.43,358371.0
2022-12-08,89.8,89.0,91.27,88.6,239027.0
2022-12-09,89.46,88.9,90.5,88.1,238404.0
2022-12-12,88.23,86.85,88.25,86.52,267958.0
2022-12-13,86.61,85.68,87.7,85.65,211107.0
2022-12-14,85.66,85.58,86.3,85.11,176169.0
2022-12-15,85.2,87.18,87.46,84.14,288991.0
2022-12-16,86.0,83.47,86.29,82.72,313037.0
2022-12-19,83.36,87.35,89.42,83.11,563795.0
2022-12-20,86.37,83.98,86.95,83.46,326495.0
2022-12-21,84.1,82.5,84.5,81.77,254195.0
2022-12-22,83.39,80.13,83.49,80.03,274028.0
2022-12-23,79.1,80.24,81.04,79.1,172940.0
2022-12-26,80.02,81.81,82.25,79.76,205687.0
2022-12-27,81.82,81.93,82.64,80.67,192651.0
2022-12-28,80.42,80.67,81.28,78.7,247764.0
2022-12-29,80.03,80.83,82.1,80.03,186690.0
2022-12-30,81.66,78.99,82.11,78.8,264990.0
2023-01-03,78.58,81.36,81.76,77.56,307293.0
2023-01-04,80.8,79.05,81.3,78.8,249582.0
2023-01-05,79.71,81.79,83.31,79.3,443354.0
2023-01-06,81.0,84.25,85.03,80.98,475229.0
2023-01-09,85.46,85.02,86.52,84.68,355074.0
2023-01-10,84.86,85.93,86.59,83.8,347356.0
2023-01-11,85.75,84.29,86.25,84.17,213268.0
2023-01-12,85.4,85.26,87.4,85.0,342727.0
2023-01-13,85.96,85.64,87.38,84.6,268413.0
2023-01-16,85.72,87.22,87.72,84.7,319000.0
2023-01-17,87.96,86.64,87.99,85.9,213347.0
