日期,开盘,收盘,最高,最低,成交量,成交额,trend_sma_20,trend_sma_50,trend_ema_12,trend_ema_26,trend_macd,trend_macd_signal,trend_macd_hist,momentum_rsi_14,momentum_stoch_k,momentum_stoch_d,momentum_stoch_j,volatility_bbands_upper,volatility_bbands_middle,volatility_bbands_lower,volatility_atr_14,volume_obv,volume_ad,volume_vwap
2024-09-30,22.7,22.5,22.95,21.95,336102592,7579462144.0,19.800499999999992,18.1862,20.6963926185968,19.696114157421942,1.000278461174858,0.7544960847193093,0.2457823764555488,78.73885009985973,89.77321704038961,84.44961479755612,100.42042152605657,22.111495240150738,19.800499999999992,17.489504759849247,0.7610014759953543,9119226837.0,-303203861.27111953,17.088689131886436
2024-10-02,22.5,24.0,24.65,22.5,251108945,6000306176.0,20.02549999999999,18.3358,21.204639908043447,20.01492051613143,1.1897193919120177,0.841540746157851,0.3481786457541667,83.66852762493366,89.51844217069186,86.80069418825701,94.95393813556154,22.966129014343608,20.02549999999999,17.084870985656373,0.8602156562814003,9370335782.0,-203928231.85251465,17.097716125836367
2024-10-03,24.05,24.05,24.4,23.2,190305304,4539171328.0,20.27499999999999,18.472399999999997,21.6423876144983,20.313815292714285,1.3285723217840157,0.9389470612830839,0.3896252605009318,83.80333719720838,89.97930200346559,89.75698707151565,90.42393186736547,23.658959219612328,20.27499999999999,16.891040780387655,0.8844859665470145,9560641086.0,-124634355.18584739,17.104712808151877
2024-10-04,23.9,24.55,24.75,23.6,149949209,3647137552.0,20.54349999999999,18.624199999999995,22.089712596883178,20.627606752513227,1.462105844369951,1.0435788179004573,0.4185270264694938,85.12560489044527,91.98044551404307,90.4927298960668,94.95587674999558,24.36163187304986,20.54349999999999,16.725368126950123,0.903451254650799,9710590295.0,-26841392.79454292,17.110553866161553
2024-10-07,24.9,25.85,26.15,24.7,218062756,5600684800.0,20.90299999999999,18.810399999999998,22.668218351208843,21.014450696771508,1.6537676544373348,1.1656165852078328,0.4881510692295019,87.89308947489802,94.02718607877789,91.99564453209548,98.09026917214268,25.259999426210566,20.90299999999999,16.546000573789417,0.953204736461456,9928653051.0,100988498.65373376,17.120524874326954
2024-10-08,25.9,23.7,26.2,23.4,453596656,11095958272.0,21.16099999999999,18.960399999999996,22.826953989484405,21.213380274788435,1.6135737146959706,1.2552080111054604,0.3583657035905101,66.01655424083003,85.66593857967582,90.55785672416556,75.88210229069637,25.538793508149958,21.16099999999999,16.783206491850024,1.0851186838570663,9475056395.0,-255408873.9176946,17.13841761758589
2024-10-09,23.95,23.3,24.45,22.55,311173504,7302908160.0,21.39499999999999,19.099199999999996,22.8997302987945,21.36794469887818,1.5317855999163186,1.310523528867632,0.22126207104868656,62.88075828946764,72.84027767352632,84.17780077732664,50.16523146592567,25.704266758974192,21.39499999999999,17.085733241025785,1.14332449215299,9163882891.0,-320919085.28611547,17.14896602896573
2024-10-10,23.8,23.75,24.45,23.6,168957063,4052912112.0,21.64949999999999,19.237799999999996,23.030541022056884,21.544393239702018,1.486147782354866,1.3456483795650789,0.14049940278978723,64.90066378949902,61.62435956710118,73.37685860676773,38.11936148776809,25.883157874698913,21.64949999999999,17.415842125301065,1.1438013141420618,9332839954.0,-430244243.69788057,17.155133189714178
2024-10-14,23.7,23.6,23.7,22.5,179121230,4149398368.0,21.881499999999992,19.383399999999995,23.118150095586593,21.6966604071315,1.4214896884550932,1.3608166413430818,0.06067304711201138,63.657172551469706,59.80111347639024,64.75525023900587,49.892839951158976,26.007366090895296,21.881499999999992,17.755633909104688,1.1513869345604861,9153718724.0,-280976552.0312133,17.16101726864325
2024-10-15,23.6,23.0,24.05,22.7,154001004,3592902784.0,22.08549999999999,19.506599999999995,23.09997315780404,21.793204080677313,1.3067690771267273,1.350007128499811,-0.043238051373083675,58.803799714441816,55.53666672639435,58.987379923295215,48.63524033259263,26.00371630337073,22.08549999999999,18.167283696629248,1.1655735820918802,8999717720.0,-366532665.36454654,17.166053320382176
